,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition Count
3916,3917,47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,False
3917,3918,46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,False
3918,3919,36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,True
3919,3920,32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,True
3920,3921,23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,False
3921,3922,31,No,Travel_Frequently,Sales,3,3,Marketing,1,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,False
3922,3923,39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,False
3923,3924,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,False
3924,3925,40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,False
3925,3926,45,No,Travel_Rarely,Research & Development,19,4,Medical,1,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,False
3926,3927,30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,False
3927,3928,24,No,Travel_Frequently,Sales,3,4,Marketing,1,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,False
3928,3929,30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,True
3929,3930,31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,False
3930,3931,27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,False
3931,3932,29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,True
3932,3933,29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,False
3933,3934,30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,False
3934,3935,34,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,False
3935,3936,33,No,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,False
3936,3937,49,No,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,False
3937,3938,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,True
3938,3939,38,No,Travel_Frequently,Research & Development,28,3,Medical,1,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,False
3939,3940,31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,True
3940,3941,29,No,Travel_Rarely,Research & Development,3,4,Other,1,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,False
3941,3942,30,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,False
3942,3943,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,False
3943,3944,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,False
3944,3945,43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,True
3945,3946,42,No,Travel_Rarely,Human Resources,1,3,Other,1,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,False
3946,3947,55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4,False
3947,3948,33,No,Non-Travel,Research & Development,14,3,Other,1,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,False
3948,3949,41,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,False
3949,3950,34,No,Non-Travel,Research & Development,7,4,Medical,1,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,False
3950,3951,53,No,Non-Travel,Research & Development,10,4,Medical,1,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,False
3951,3952,43,No,Travel_Rarely,Sales,16,2,Marketing,1,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,False
3952,3953,34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,False
3953,3954,21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,True
3954,3955,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,False
3955,3956,22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,True
3956,3957,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,False
3957,3958,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,False
3958,3959,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,False
3959,3960,46,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,False
3960,3961,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,False
3961,3962,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,True
3962,3963,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,False
3963,3964,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,True
3964,3965,33,No,Travel_Rarely,Research & Development,8,5,Medical,1,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,False
3965,3966,28,No,Travel_Rarely,Sales,9,3,Medical,1,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,False
3966,3967,39,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,False
3967,3968,46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,False
3968,3969,40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,False
3969,3970,42,No,Travel_Rarely,Research & Development,7,4,Other,1,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,False
3970,3971,35,No,Non-Travel,Sales,10,1,Life Sciences,1,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,False
3971,3972,38,No,Non-Travel,Sales,6,4,Marketing,1,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,False
3972,3973,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,True
3973,3974,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,True
3974,3975,39,No,Travel_Frequently,Research & Development,2,1,Medical,1,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,False
3975,3976,43,No,Non-Travel,Human Resources,8,5,Medical,1,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,False
3976,3977,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,False
3977,3978,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,False
3978,3979,30,No,Travel_Rarely,Sales,26,3,Marketing,1,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,False
3979,3980,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,True
3980,3981,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,True
3981,3982,40,No,Travel_Rarely,Sales,27,2,Medical,1,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,False
3982,3983,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,False
3983,3984,58,No,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,False
3984,3985,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,False
3985,3986,47,No,Travel_Rarely,Research & Development,19,5,Medical,1,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,False
3986,3987,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,False
3987,3988,54,No,Travel_Rarely,Sales,27,4,Medical,1,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,False
3988,3989,31,No,Travel_Frequently,Sales,8,4,Other,1,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,False
3989,3990,28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,False
3990,3991,38,No,Travel_Rarely,Research & Development,19,3,Medical,1,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,False
3991,3992,26,No,Travel_Rarely,Sales,8,3,Marketing,1,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,False
3992,3993,58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,False
3993,3994,18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,False
3994,3995,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,True
3995,3996,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,True
3997,3998,36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,False
3998,3999,43,No,Travel_Frequently,Sales,8,3,Medical,1,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,False
3999,4000,27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,False
4000,4001,29,No,Travel_Frequently,Research & Development,6,2,Medical,1,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,False
4001,4002,32,No,Travel_Frequently,Sales,9,4,Life Sciences,1,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,False
4002,4003,42,No,Non-Travel,Research & Development,11,3,Medical,1,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,False
4003,4004,47,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,False
4004,4005,46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,False
4005,4006,28,No,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,False
4006,4007,29,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,False
4007,4008,42,No,Travel_Rarely,Sales,2,4,Medical,1,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,False
4008,4009,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,True
4009,4010,46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,False
4010,4011,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,False
4011,4012,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,False
4012,4013,43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,False
4013,4014,48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,False
4014,4015,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,True
4015,4016,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,True
4016,4017,27,No,Travel_Frequently,Research & Development,16,4,Medical,1,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,False
4017,4018,39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3,False
4018,4019,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,False
4019,4020,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,False
4020,4021,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,True
4021,4022,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,True
4022,4023,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,False
4023,4024,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,False
4024,4025,34,No,Travel_Rarely,Sales,14,2,Technical Degree,1,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,False
4025,4026,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,False
4026,4027,37,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,False
4027,4028,35,No,Travel_Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,False
4028,4029,45,No,Travel_Rarely,Research & Development,3,3,Medical,1,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,False
4029,4030,36,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,False
4031,4032,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,False
4032,4033,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4,False
4033,4034,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,False
4034,4035,44,No,Travel_Rarely,Sales,1,2,Medical,1,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,False
4035,4036,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,True
4036,4037,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,True
4037,4038,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,1,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,False
4038,4039,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3,False
4039,4040,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,False
4040,4041,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,False
4041,4042,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,False
4042,4043,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,False
4043,4044,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,False
4044,4045,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,False
4045,4046,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,False
4046,4047,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,False
4047,4048,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,True
4048,4049,39,No,Non-Travel,Research & Development,8,5,Medical,1,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,False
4049,4050,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,False
4050,4051,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,False
4051,4052,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,True
4052,4053,47,No,Non-Travel,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,False
4053,4054,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,False
4054,4055,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,False
4055,4056,38,No,Travel_Frequently,Research & Development,4,2,Medical,1,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,False
4056,4057,58,No,Travel_Rarely,Sales,5,3,Marketing,1,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,False
4057,4058,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,True
